icd_code,icd_desc,icd_pma,icd_pmi,icd_pmn,icd_pma_desc,icd_pmi_desc,icd_pmn_desc
P50.9,"Fetal blood loss, unspecified",A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P52.0,"Intraventricular (nontraumatic) haemorrhage, grade 1, of fetus and newborn",A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P52.1,"Intraventricular (nontraumatic) haemorrhage, grade 2, of fetus and newborn",A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P52.2,"Intraventricular (nontraumatic) haemorrhage, grade 3, of fetus and newborn",A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P52.3,Unspecified intraventricular (nontraumatic) haemorrhage of fetus and newborn,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P52.4,Intracerebral (nontraumatic) haemorrhage of fetus and newborn,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P52.5,Subarachnoid (nontraumatic) haemorrhage of fetus and newborn,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P52.6,Cerebellar (nontraumatic) and posterior fossa haemorrhage of fetus and newborn,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P52.8,Other intracranial (nontraumatic) haemorrhages of fetus and newborn,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P52.9,"Intracranial (nontraumatic) haemorrhage of fetus and newborn, unspecified",A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P55.0,Rh isoimmunization of fetus and newborn,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P55.1,ABO isoimmunization of fetus and newborn,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P55.8,Other haemolytic diseases of fetus and newborn,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P55.9,"Haemolytic disease of fetus and newborn, unspecified",A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P56.0,Hydrops fetalis due to isoimmunization,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P56.9,Hydrops fetalis due to other and unspecified haemolytic disease,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P60,Disseminated intravascular coagulation of fetus and newborn,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P61.0,Transient neonatal thrombocytopenia,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P61.1,Polycythaemia neonatorum,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P61.2,Anaemia of prematurity,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P61.3,Congenital anaemia from fetal blood loss,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P61.4,"Other congenital anaemias, not elsewhere classified",A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P61.5,Transient neonatal neutropenia,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P61.6,Other transient neonatal disorders of coagulation,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P61.8,Other specified perinatal haematological disorders,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P61.9,"Perinatal haematological disorder, unspecified",A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P70.0,Syndrome of infant of mother with gestational diabetes,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P70.1,Syndrome of infant of a diabetic mother,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P70.2,Neonatal diabetes mellitus,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P70.3,Iatrogenic neonatal hypoglycaemia,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P70.4,Other neonatal hypoglycaemia,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P70.8,Other transitory disorders of carbohydrate metabolism of fetus and newborn,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P70.9,"Transitory disorder of carbohydrate metabolism of fetus and newborn, unspecified",A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P75,Meconium ileus in cystic fibrosis (E84.1+),A4,xx,N8,Other specified antepartum disorder,,Other neonatal conditions
P77,Necrotizing enterocolitis of fetus and newborn,A4,xx,N8,Other specified antepartum disorder,,Other neonatal conditions
P83.0,Sclerema neonatorum,A4,xx,N8,Other specified antepartum disorder,,Other neonatal conditions
P83.1,Neonatal erythema toxicum,A4,xx,N8,Other specified antepartum disorder,,Other neonatal conditions
P83.2,Hydrops fetalis not due to haemolytic disease,A4,xx,N8,Other specified antepartum disorder,,Other neonatal conditions
P83.3,Other and unspecified oedema specific to fetus and newborn,A4,xx,N8,Other specified antepartum disorder,,Other neonatal conditions
P83.4,Breast engorgement of newborn,A4,xx,N8,Other specified antepartum disorder,,Other neonatal conditions
P83.5,Congenital hydrocele,A4,xx,N8,Other specified antepartum disorder,,Other neonatal conditions
P83.6,Umbilical polyp of newborn,A4,xx,N8,Other specified antepartum disorder,,Other neonatal conditions
P83.8,Other specified conditions of integument specific to fetus and newborn,A4,xx,N8,Other specified antepartum disorder,,Other neonatal conditions
P83.9,"Condition of integument specific to fetus and newborn, unspecified",A4,xx,N8,Other specified antepartum disorder,,Other neonatal conditions
P51.0,Massive umbilical haemorrhage of newborn,xx,xx,N8,,,Other neonatal conditions
P51.8,Other umbilical haemorrhages of newborn,xx,xx,N8,,,Other neonatal conditions
P51.9,"Umbilical haemorrhage of newborn, unspecified",xx,xx,N8,,,Other neonatal conditions
P53,Haemorrhagic disease of fetus and newborn,xx,xx,N8,,,Other neonatal conditions
P54.0,Neonatal haematemesis,xx,xx,N8,,,Other neonatal conditions
P54.1,Neonatal melaena,xx,xx,N8,,,Other neonatal conditions
P54.2,Neonatal rectal haemorrhage,xx,xx,N8,,,Other neonatal conditions
P54.3,Other neonatal gastrointestinal haemorrhage,xx,xx,N8,,,Other neonatal conditions
P54.4,Neonatal adrenal haemorrhage,xx,xx,N8,,,Other neonatal conditions
P54.5,Neonatal cutaneous haemorrhage,xx,xx,N8,,,Other neonatal conditions
P54.6,Neonatal vaginal haemorrhage,xx,xx,N8,,,Other neonatal conditions
P54.8,Other specified neonatal haemorrhages,xx,xx,N8,,,Other neonatal conditions
P54.9,"Neonatal haemorrhage, unspecified",xx,xx,N8,,,Other neonatal conditions
P57.0,Kernicterus due to isoimmunization,xx,xx,N8,,,Other neonatal conditions
P57.8,Other specified kernicterus,xx,xx,N8,,,Other neonatal conditions
P57.9,"Kernicterus, unspecified",xx,xx,N8,,,Other neonatal conditions
P58.0,Neonatal jaundice due to bruising,xx,xx,N8,,,Other neonatal conditions
P58.1,Neonatal jaundice due to bleeding,xx,xx,N8,,,Other neonatal conditions
P58.2,Neonatal jaundice due to infection,xx,xx,N8,,,Other neonatal conditions
P58.3,Neonatal jaundice due to polycythaemia,xx,xx,N8,,,Other neonatal conditions
P58.4,Neonatal jaundice due to drugs or toxins transmitted from mother or given to newborn,xx,xx,N8,,,Other neonatal conditions
P58.5,Neonatal jaundice due to swallowed maternal blood,xx,xx,N8,,,Other neonatal conditions
P58.8,Neonatal jaundice due to other specified excessive haemolysis,xx,xx,N8,,,Other neonatal conditions
P58.9,"Neonatal jaundice due to excessive haemolysis, unspecified",xx,xx,N8,,,Other neonatal conditions
P59.0,Neonatal jaundice associated with preterm delivery,xx,xx,N8,,,Other neonatal conditions
P59.1,Inspissated bile syndrome,xx,xx,N8,,,Other neonatal conditions
P59.2,Neonatal jaundice from other and unspecified hepatocellular damage,xx,xx,N8,,,Other neonatal conditions
P59.3,Neonatal jaundice from breast milk inhibitor,xx,xx,N8,,,Other neonatal conditions
P59.8,Neonatal jaundice from other specified causes,xx,xx,N8,,,Other neonatal conditions
P59.9,"Neonatal jaundice, unspecified",xx,xx,N8,,,Other neonatal conditions
P71.0,Cow's milk hypocalcaemia in newborn,xx,xx,N8,,,Other neonatal conditions
P71.1,Other neonatal hypocalcaemia,xx,xx,N8,,,Other neonatal conditions
P71.2,Neonatal hypomagnesaemia,xx,xx,N8,,,Other neonatal conditions
P71.3,Neonatal tetany without calcium or magnesium deficiency,xx,xx,N8,,,Other neonatal conditions
P71.4,Transitory neonatal hypoparathyroidism,xx,xx,N8,,,Other neonatal conditions
P71.8,Other transitory neonatal disorders of calcium and magnesium metabolism,xx,xx,N8,,,Other neonatal conditions
P71.9,"Transitory neonatal disorder of calcium and magnesium metabolism, unspecified",xx,xx,N8,,,Other neonatal conditions
P72.0,"Neonatal goitre, not elsewhere classified",xx,xx,N8,,,Other neonatal conditions
P72.1,Transitory neonatal hyperthyroidism,xx,xx,N8,,,Other neonatal conditions
P72.2,"Other transitory neonatal disorders of thyroid function, not elsewhere classified",xx,xx,N8,,,Other neonatal conditions
P72.8,Other specified transitory neonatal endocrine disorders,xx,xx,N8,,,Other neonatal conditions
P72.9,"Transitory neonatal endocrine disorder, unspecified",xx,xx,N8,,,Other neonatal conditions
P74.0,Late metabolic acidosis of newborn,xx,xx,N8,,,Other neonatal conditions
P74.1,Dehydration of newborn,xx,xx,N8,,,Other neonatal conditions
P74.2,Disturbances of sodium balance of newborn,xx,xx,N8,,,Other neonatal conditions
P74.3,Disturbances of potassium balance of newborn,xx,xx,N8,,,Other neonatal conditions
P74.4,Other transitory electrolyte disturbances of newborn,xx,xx,N8,,,Other neonatal conditions
P74.5,Transitory tyrosinaemia of newborn,xx,xx,N8,,,Other neonatal conditions
P74.8,Other transitory metabolic disturbances of newborn,xx,xx,N8,,,Other neonatal conditions
P74.9,"Transitory metabolic disturbance of newborn, unspecified",xx,xx,N8,,,Other neonatal conditions
P76.0,Meconium plug syndrome,xx,xx,N8,,,Other neonatal conditions
P76.1,Transitory ileus of newborn,xx,xx,N8,,,Other neonatal conditions
P76.2,Intestinal obstruction due to inspissated milk,xx,xx,N8,,,Other neonatal conditions
P76.8,Other specified intestinal obstruction of newborn,xx,xx,N8,,,Other neonatal conditions
P76.9,"Intestinal obstruction of newborn, unspecified",xx,xx,N8,,,Other neonatal conditions
P78.0,Perinatal intestinal perforation,xx,xx,N8,,,Other neonatal conditions
P78.1,Other neonatal peritonitis,xx,xx,N8,,,Other neonatal conditions
P78.2,Neonatal haematemesis and melaena due to swallowed maternal blood,xx,xx,N8,,,Other neonatal conditions
P78.3,Noninfective neonatal diarrhoea,xx,xx,N8,,,Other neonatal conditions
P78.8,Other specified perinatal digestive system disorders,xx,xx,N8,,,Other neonatal conditions
P78.9,"Perinatal digestive system disorder, unspecified",xx,xx,N8,,,Other neonatal conditions
P80.0,Cold injury syndrome,xx,xx,N8,,,Other neonatal conditions
P80.8,Other hypothermia of newborn,xx,xx,N8,,,Other neonatal conditions
P80.9,"Hypothermia of newborn, unspecified",xx,xx,N8,,,Other neonatal conditions
P81.0,Environmental hyperthermia of newborn,xx,xx,N8,,,Other neonatal conditions
P81.8,Other specified disturbances of temperature regulation of newborn,xx,xx,N8,,,Other neonatal conditions
P81.9,"Disturbance of temperature regulation of newborn, unspecified",xx,xx,N8,,,Other neonatal conditions
P92.0,Vomiting in newborn,xx,xx,N8,,,Other neonatal conditions
P92.1,Regurgitation and rumination in newborn,xx,xx,N8,,,Other neonatal conditions
P92.2,Slow feeding of newborn,xx,xx,N8,,,Other neonatal conditions
P92.3,Underfeeding of newborn,xx,xx,N8,,,Other neonatal conditions
P92.4,Overfeeding of newborn,xx,xx,N8,,,Other neonatal conditions
P92.5,Neonatal difficulty in feeding at breast,xx,xx,N8,,,Other neonatal conditions
P92.8,Other feeding problems of newborn,xx,xx,N8,,,Other neonatal conditions
